location_id,Name,long_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,longitude,latitude,p_1880,p_1890,p_1900,p_1910,G_1880,S_1880,G_1890,S_1890,D_1900,S_1900,G_1910,S_1910,prob,places,
80,Bodenhof,13,32,20,46,35,53,13.5389,46.5981,46,49,41,35,12,34,0,49,12,29,9,26,0.2608695652,Schinzengraben,#DIV/0!
81,Dragantschach,13,32,10,46,36,30,13.5361,46.6083,95,86,73,71,0,95,0,86,0,73,0,71,0,Schmölzing,#DIV/0!
82,Edling,13,31,13,46,36,34,13.5203,46.6094,180,174,143,141,8,172,3,171,0,143,9,132,0.0444444444,St. Stefan an der Gail,0.0162601626
83,Hadersdorf,13,32,8,46,37,0,13.5356,46.6167,90,82,93,106,0,90,0,82,0,93,0,106,0,Suschawitsch,0.1304347826
84,Karnitzen,13,32,34,46,36,5,13.5428,46.6014,62,56,57,56,0,62,0,56,0,57,0,56,0,Tratten,#DIV/0!
85,Köstendorf,13,29,34,46,37,33,13.4928,46.6258,1885,1895,1905,1915,0,263,0,275,0,255,14,235,0,Burgstall,#N/A
86,Latschach,13,32,39,46,37,0,13.5442,46.6167,20,32,31,26,0,20,0,32,0,31,0,26,0,Schlanitzen,#DIV/0!
87,Matschiedl,13,32,8,46,37,37,13.5356,46.6269,194,213,234,211,0,194,0,213,0,234,0,211,0,Schmidt,#DIV/0!
88,Nieselach,13,30,34,46,36,26,13.5094,46.6072,21,22,24,21,0,21,0,22,0,24,3,18,0,Tröppolach,#DIV/0!
89,St. Paul,13,33,20,46,36,16,13.5556,46.6044,180,192,199,163,0,180,0,192,2,197,2,161,0,Watschig,#DIV/0!
90,Pölland,13,32,2,46,38,0,13.5339,46.6333,41,38,42,33,1,40,0,38,4,38,0,33,0.0243902439,Vorderberg,#DIV/0!
91,Pörtschach,13,31,50,46,37,26,13.5306,46.6239,98,98,117,112,0,98,0,98,0,117,0,112,0,Anraun,#N/A
92,Schinzengraben,13,28,55,46,37,36,13.4819,46.6267,36,27,28,31,0,36,0,27,0,28,0,31,0,Schimanberg,#DIV/0!
93,Schmölzing,13,30,57,46,37,17,13.5158,46.6214,33,32,33,32,0,33,2,30,0,33,3,29,0,Tramun,#DIV/0!
94,St. Stefan an der Gail,13,30,59,46,36,57,13.5164,46.6158,123,196,177,176,2,121,23,173,9,168,68,108,0.0162601626,Weidegg,#DIV/0!
95,Suschawitsch,13,31,10,46,37,31,13.5194,46.6253,162,109,111,94,25,137,6,103,1,110,7,87,0.1543209877,Golz,#DIV/0!
96,Tratten,13,32,24,46,37,13,13.54,46.6203,169,184,159,157,0,169,2,182,3,156,0,157,0,Leditz,#DIV/0!
97,Gemeinde Tröppolach,,,,,,,,,461,501,535,0,461,0,501,0,531,4,0,0,1,Regitt,#DIV/0!
98,Burgstall,13,18,6,46,36,14,13.3017,46.6039,7,7,15,14,7,0,7,0,15,0,14,0,1,Weissbriach,#DIV/0!
99,Schlanitzen,13,16,38,46,36,10,13.2772,46.6028,53,60,59,65,53,0,60,0,59,0,65,0,1,Eisenkappel,#DIV/0!
100,Schmidt,13,15,59,46,36,26,13.2664,46.6072,9,8,5,4,9,0,8,0,5,0,4,0,1,Blasnitzen,#N/A
101,Tröppolach,13,16,39,46,36,49,13.2775,46.6136,290,309,329,350,290,0,309,0,325,4,350,0,1,Blasnitzenberg,#N/A
102,Watschig,13,18,32,46,37,8,13.3089,46.6189,1886,1896,1906,1916,102,0,117,0,127,0,138,0,0.0540827147,Ebriach,#DIV/0!
103,Gemeinde Vorderberg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,Koprein Lobnigthal,#DIV/0!
104,Vorderberg,13,31,19,46,35,45,13.5219,46.5958,666,630,546,548,1,665,9,621,6,540,18,530,0.0015015015,Koprein Petzen,#DIV/0!
105,Gemeinde Weidegg,,,,,,,,,254,245,249,0,254,0,245,0,249,0,0,0,1,Koprein Sonnenseite,#DIV/0!
106,Anraun,13,13,32,46,37,10,13.2256,46.6194,0,0,0,10,0,0,0,0,0,0,10,0,#DIV/0!,Leppen,#DIV/0!
107,Schimanberg,13,14,54,46,38,9,13.2483,46.6358,57,72,72,62,57,0,72,0,72,0,62,0,1,Lobnig,#DIV/0!
108,Tramun,13,14,39,46,38,39,13.2442,46.6442,20,13,9,11,20,0,13,0,9,0,11,0,1,Rechberg,#DIV/0!
109,Weidegg,13,13,48,46,38,4,13.23,46.6344,177,160,168,171,177,0,160,0,168,0,171,0,1,Remschenig,#DIV/0!
110,Gemeinde Weissbriach,,,,,,,,,726,749,746,0,726,0,749,0,746,0,0,0,1,Trögern,#DIV/0!
111,Golz,13,16,2,46,40,19,13.2672,46.6719,8,8,8,8,8,0,8,0,8,0,8,0,1,Unterort,#DIV/0!
112,Gössering,x,,,,,,,,5,8,14,2,5,0,8,0,14,0,2,0,1,Vellach,#DIV/0!
113,Leditz,13,15,28,46,40,34,13.2578,46.6761,5,5,10,11,5,0,5,0,10,0,11,0,1,Weissenbach,#DIV/0!
114,Regitt,13,15,38,46,40,29,13.2606,46.6747,24,28,20,15,24,0,28,0,20,0,15,0,1,Wigasnitz,#DIV/0!
115,Weissbriach,13,15,27,46,41,17,13.2575,46.6881,684,700,694,737,684,0,700,0,694,0,737,0,1,Zauchen,0
116,,,,,,,,,,0,0,0,0,,,,,,,,,#DIV/0!,Diex,#DIV/0!
117,Gerichtsbezirk Eisenkappel,,,,,,,,,0,0,0,0,,,,,,,,,#DIV/0!,Enzelsdorf,#DIV/0!
118,Gemeinde Eisenkappel,,,,,,,,,0,0,0,0,,,,,,,,,#DIV/0!,Gletschach,#DIV/0!
119,Eisenkappel,14,35,34,46,29,10,14.5928,46.4861,1887,1897,1907,1917,623,575,480,618,671,438,847,303,0.3301536831,Grafenbach,#DIV/0!
120,Gemeinde Vellach,,,,,,,,,3278,2935,2973,2761,190,3088,40,2895,68,2905,85,2676,0.0579621721,Ober-Greutschach,#DIV/0!
121,Blasnitzen,14,35,27,46,30,17,14.5908,46.5047,80,72,93,72,19,61,7,65,18,75,0,72,0.2375,Grossenegg,#DIV/0!
122,Blasnitzenberg,14,37,30,46,31,53,14.625,46.5314,141,77,68,101,61,80,0,77,0,68,22,79,0.4326241135,Haimburgerberg,#DIV/0!
123,Ebriach,14,30,56,46,28,32,14.5156,46.4756,731,635,663,567,5,726,1,634,5,658,22,545,0.0068399453,Wölfnitz,0
124,Koprein Lobnigthal,14,37,7,46,29,30,14.6186,46.4917,146,146,135,118,0,146,0,146,0,135,0,118,0,Altenmarkt,#N/A
125,Koprein Miess,not in Austria,,,,,,,,128,138,126,125,0,128,0,138,0,126,0,125,0,Enzelsdorf,#DIV/0!
126,Koprein Petzen,14,41,58,46,30,27,14.6994,46.5075,61,61,54,51,0,61,0,61,0,54,0,51,0,Erlach,#DIV/0!
127,Koprein Schwarzenbach,not in Austria,,,,,,,,48,55,56,64,0,48,0,55,0,56,2,62,0,Gariusch,0
128,Koprein Sonnenseite,14,41,53,46,29,23,14.6981,46.4897,160,130,149,136,0,160,0,130,0,149,0,136,0,Grafenbach,#DIV/0!
129,Leppen,14,38,33,46,28,49,14.6425,46.4803,286,267,263,269,0,286,2,265,0,263,0,269,0,Unter-Grafenbach,#DIV/0!
130,Lobnig,14,37,8,46,29,30,14.6189,46.4917,260,232,212,224,2,258,0,232,0,212,0,224,0.0076923077,Unter-Greutschach,#DIV/0!
131,Rechberg,14,34,36,46,31,36,14.5767,46.5267,82,96,105,98,25,57,0,96,5,100,1,97,0.3048780488,Griffen,#DIV/0!
132,Remschenig,14,38,33,46,27,56,14.6425,46.4656,264,275,271,241,0,264,0,275,2,269,0,241,0,Griffnergemeinde,#DIV/0!
133,Trögern,14,29,17,46,26,17,14.4881,46.4381,111,97,83,77,1,110,0,97,0,83,0,77,0.009009009,Grossenegg,#DIV/0!
134,Unterort,14,34,4,46,32,10,14.5678,46.5361,26,22,34,27,0,26,0,22,0,34,0,27,0,Grutschen,#DIV/0!
135,Vellach,14,32,58,46,25,36,14.5494,46.4267,532,446,454,369,27,505,30,416,31,423,13,356,0.0507518797,Haberberg,#DIV/0!
136,Weissenbach,14,35,2,46,32,1,14.5839,46.5336,1888,1898,1908,1918,0,21,0,16,0,20,0,20,0,Kaunz,#DIV/0!
137,Wigasnitz,14,37,53,46,32,24,14.6314,46.54,29,22,19,21,0,29,0,22,0,19,0,21,0,Kleindorf,#DIV/0!
138,Zauchen,14,34,28,46,31,10,14.5744,46.5194,172,148,168,181,50,122,0,148,7,161,25,156,0.2906976744,Klosterberg,#DIV/0!
139,,,,,,,,,,0,0,0,0,,,,,,,,,#DIV/0!,St. Kollmann,0.1463414634
140,Gerichtsbezirk Völkermarkt,,,,,,,,,0,0,0,0,,,,,,,,,#DIV/0!,Langegg,#DIV/0!
141,Gemeinde Diex,,,,,,,,,1777,1793,1754,1601,75,1702,201,1592,214,1540,197,1404,0.0422059651,Limberg,#DIV/0!
142,Diex,14,36,59,46,44,39,14.6164,46.7442,671,686,704,635,35,636,115,571,96,608,59,576,0.0521609538,Lind,#DIV/0!
143,Enzelsdorf,14,42,2,46,41,29,14.7006,46.6914,0,19,13,8,0,0,0,19,13,0,0,8,#DIV/0!,Oberegemeinde,#DIV/0!
144,Gletschach,14,41,3,46,41,40,14.6842,46.6944,0,9,4,5,0,0,0,9,0,4,0,5,#DIV/0!,Oberndorf-Kloster (Stift Griffen),#DIV/0!
145,Grafenbach,14,39,43,46,44,48,14.6619,46.7467,251,250,230,238,6,245,23,227,30,200,36,202,0.0239043825,Poppendorf,#DIV/0!
146,Ober-Greutschach,14,40,37,46,46,6,14.6769,46.7683,277,187,160,166,33,244,34,153,42,118,79,87,0.119133574,Pustritz,#DIV/0!
147,Grossenegg,14,41,9,46,43,22,14.6858,46.7228,152,150,164,142,0,152,0,150,1,163,0,142,0,Rakounik,#DIV/0!
148,Haimburgerberg,14,39,2,46,43,3,14.6506,46.7175,426,454,448,385,1,425,8,446,5,443,5,380,0.0023474178,Rausch,#DIV/0!
149,Wölfnitz,14,41,22,46,47,4,14.6894,46.7844,0,38,31,22,0,0,21,17,27,4,18,4,#DIV/0!,Salzenberg,#DIV/0!
150,Gemeinde Griffen,,,,,,,,,3329,3535,3267,3185,540,2789,664,2871,560,2707,841,2344,0.1622108741,Schlossberg,#DIV/0!
151,Altenmarkt,14,43,15,46,42,12,14.7208,46.7033,171,188,169,116,9,162,8,180,16,153,49,67,0.0526315789,Unterrain,#DIV/0!
152,Enzelsdorf,14,42,2,46,41,29,14.7006,46.6914,54,56,64,53,0,54,0,56,0,64,0,53,0,Wallersberg,#DIV/0!
153,Erlach,14,42,31,46,43,26,14.7086,46.7239,1889,1899,1909,1919,0,127,0,112,6,94,8,85,0,Wriesen,0
154,Gariusch,14,41,41,46,41,57,14.6947,46.6992,92,93,78,80,1,91,4,89,0,78,5,75,0.0108695652,St. Agnes,0.0330578512
155,Grafenbach,14,39,43,46,44,48,14.6619,46.7467,16,14,9,23,5,11,1,13,0,9,0,23,0.3125,Ober-Aich,#DIV/0!
156,Unter-Grafenbach,14,42,11,46,42,0,14.7031,46.7,31,53,41,40,0,31,6,47,0,41,0,40,0,Unter-Aich,#DIV/0!
157,Unter-Greutschach,14,42,13,46,44,38,14.7036,46.7439,395,401,389,360,22,373,41,360,37,352,30,330,0.0556962025,Arlsdorf,#N/A
158,Griffen,14,43,50,46,42,14,14.7306,46.7039,434,475,447,456,238,196,288,187,188,259,313,143,0.5483870968,Attendorf,#N/A
159,Griffnergemeinde,14,43,54,46,42,42,14.7317,46.7117,86,114,90,94,25,61,32,82,11,79,34,60,0.2906976744,Bach,#N/A
160,Grossenegg,14,41,9,46,43,22,14.6858,46.7228,180,200,159,162,0,180,0,200,0,159,1,161,0,Berg ob St. Martin,0.0307692308
161,Grutschen,14,47,26,46,40,54,14.7906,46.6817,122,129,135,121,9,113,8,121,0,135,23,98,0.0737704918,Bösenort,#N/A
162,Haberberg,14,46,37,46,41,53,14.7769,46.6981,292,284,245,252,23,269,52,232,53,192,75,177,0.0787671233,Klein-Diex,#DIV/0!
163,Kaunz,14,43,34,46,44,14,14.7261,46.7372,187,191,187,182,5,182,11,180,1,186,17,165,0.0267379679,Dobrova,#DIV/0!
164,Kleindorf,14,41,59,46,33,41,14.6997,46.5614,102,121,103,90,4,98,8,113,4,99,4,86,0.0392156863,Dullach I,#DIV/0!
165,Klosterberg,14,42,15,46,42,19,14.7042,46.7053,20,21,20,13,0,20,0,21,0,20,0,13,0,Dürrenmoos,#DIV/0!
166,St. Kollmann,14,45,43,46,41,27,14.7619,46.6908,164,164,149,135,24,140,20,144,34,115,23,112,0.1463414634,Enzelsdorf,#DIV/0!
167,Langegg,14,45,53,46,43,28,14.7647,46.7244,73,92,80,98,22,51,22,70,16,64,21,77,0.301369863,Gletschach,#DIV/0!
168,Limberg,14,45,2,46,42,58,14.7506,46.7161,83,84,76,71,9,74,0,84,0,76,11,60,0.1084337349,Gurtschitschach,#DIV/0!
169,Lind,14,46,16,46,40,26,14.7711,46.6739,167,162,153,183,6,161,11,151,28,125,38,145,0.0359281437,Haimburg,#DIV/0!
170,Oberegemeinde,14,43,14,46,42,38,14.7206,46.7106,1890,1900,1910,1920,0,16,0,17,0,9,0,10,0,St. Jakob,0
171,Oberndorf-Kloster (Stift Griffen),14,42,14,46,41,55,14.7039,46.6986,45,39,38,33,14,31,19,20,22,16,12,21,0.3111111111,Kaltenbrunn,#DIV/0!
172,Poppendorf,14,44,35,46,42,5,14.7431,46.7014,52,46,45,50,5,47,6,40,8,37,17,33,0.0961538462,Lippendorf,#DIV/0!
173,Pustritz,14,44,42,46,44,47,14.745,46.7464,18,35,31,20,8,10,26,9,18,13,15,5,0.4444444444,St. Lorenzen,0
174,Rakounik,14,43,32,46,42,36,14.7256,46.71,24,31,24,24,0,24,0,31,0,24,0,24,0,St. Martin,0.0090909091
175,Rausch,14,44,31,46,43,36,14.7419,46.7267,111,124,126,117,4,107,3,121,7,119,8,109,0.036036036,Michaelergraben,#DIV/0!
176,Salzenberg,14,44,26,46,42,36,14.7406,46.71,3,4,6,6,0,3,0,4,0,6,0,6,0,Oschenitzen,#DIV/0!
177,Schlossberg,14,43,47,46,42,17,14.7297,46.7047,35,59,49,55,24,11,23,36,17,32,30,25,0.6857142857,Ratschischach,#DIV/0!
178,Unterrain,14,45,0,46,41,22,14.75,46.6894,102,102,104,113,4,98,1,101,22,82,36,77,0.0392156863,Reifnitz,#DIV/0!
179,Wallersberg,14,43,33,46,42,1,14.7258,46.7003,9,5,8,23,0,9,0,5,0,8,7,16,0,Ober-Sielach,#DIV/0!
180,Wriesen,14,43,33,46,45,0,14.7258,46.75,118,119,133,112,79,39,74,45,72,61,64,48,0.6694915254,St. Stefan,0.0147058824
181,Gemeinde Haimburg,,,,,,,,,2901,2932,2680,2629,52,2849,168,2764,171,2509,407,2222,0.0179248535,Niedertrixen,#DIV/0!
182,St. Agnes,14,39,5,46,40,26,14.6514,46.6739,121,105,98,93,4,117,40,65,37,61,15,78,0.0330578512,Unarrach (Unarach),#DIV/0!
183,Ober-Aich,14,36,23,46,41,27,14.6064,46.6908,33,35,33,35,0,33,0,35,0,33,24,11,0,Unter der Linde (Unterlinden),#DIV/0!
184,Unter-Aich,14,36,40,46,41,29,14.6111,46.6914,33,32,32,36,0,33,0,32,0,32,25,11,0,Wandelitzen,#DIV/0!
185,Arlsdorf,14,37,28,46,40,33,14.6244,46.6758,44,45,63,78,0,44,1,44,8,55,0,78,0,Watzelsdorf,#DIV/0!
186,Attendorf,14,38,32,46,41,33,14.6422,46.6925,50,60,52,53,2,48,1,59,0,52,0,53,0.04,Wernzach,#DIV/0!
187,Bach,14,43,16,46,39,18,14.7211,46.655,1891,1901,1911,1921,0,62,0,61,0,58,0,51,0,Lamm,#DIV/0!
188,Berg ob St. Martin,14,37,30,46,41,55,14.625,46.6986,65,58,60,37,2,63,0,58,0,60,9,28,0.0307692308,Lichtenwald,#DIV/0!
189,Bösenort,14,35,35,46,42,52,14.5931,46.7144,310,322,293,261,10,300,10,312,14,279,0,261,0.0322580645,Pustritz,#DIV/0!
190,Klein-Diex,14,44,38,46,38,28,14.7439,46.6411,20,15,21,14,0,20,0,15,0,21,0,14,0,Schönweg,#DIV/0!
191,Dobrova,14,39,30,46,40,48,14.6583,46.68,72,72,47,71,2,70,9,63,0,47,30,41,0.0277777778,Streitberg,0.1304347826
192,Dullach I,14,41,30,46,38,14,14.6917,46.6372,53,52,50,46,0,53,0,52,1,49,0,46,0,Wölfnitz,0
193,Dürrenmoos,14,40,9,46,40,17,14.6692,46.6714,70,78,74,63,0,70,12,66,19,55,22,41,0,Klein-Diex,#DIV/0!
194,Enzelsdorf,14,42,2,46,41,29,14.7006,46.6914,11,12,5,24,0,11,0,12,0,5,2,22,0,Dobrova,#DIV/0!
195,Gletschach,14,41,3,46,41,41,14.6842,46.6947,99,111,89,79,0,99,0,111,0,89,14,65,0,Eis,#DIV/0!
196,Gurtschitschach,14,40,19,46,38,15,14.6719,46.6375,132,136,109,91,0,132,8,128,4,105,0,91,0,Grutschen,#DIV/0!
197,Haimburg,14,40,8,46,41,38,14.6689,46.6939,337,338,323,343,23,314,30,308,31,292,104,239,0.0682492582,St. Jakob,0
198,St. Jakob,14,41,25,46,40,43,14.6903,46.6786,258,269,216,208,0,258,15,254,39,177,13,195,0,Kanaren,#DIV/0!
199,Kaltenbrunn,14,36,41,46,40,30,14.6114,46.675,20,17,0,0,0,20,0,17,0,0,0,0,0,Krassnitz,#DIV/0!
200,Lippendorf,14,43,2,46,38,58,14.7172,46.6494,73,79,70,66,0,73,1,78,0,70,0,66,0,Lippitzbach,#DIV/0!
201,St. Lorenzen,14,43,31,46,38,53,14.7253,46.6481,73,66,70,63,0,73,0,66,0,70,0,63,0,St. Martin,0.0090909091
202,St. Martin,14,43,34,46,39,28,14.7261,46.6578,110,105,89,88,1,109,0,105,0,89,20,68,0.0090909091,Ober-Mitterdorf,#DIV/0!
203,Michaelergraben,14,34,8,46,44,25,14.5689,46.7403,33,25,31,31,0,33,0,25,0,31,6,25,0,Unter-Mitterdorf,#DIV/0!
204,Oschenitzen,14,38,43,46,40,37,14.6453,46.6769,1892,1902,1912,1922,2,88,6,53,2,62,30,49,0.0010570825,St. Nikolai,0.0260869565
205,Ratschischach,14,41,21,46,38,39,14.6892,46.6442,67,119,112,114,1,66,9,110,2,110,0,114,0.0149253731,St. Radigund,0.0526315789
206,Reifnitz,14,42,40,46,39,12,14.7111,46.6533,125,81,61,64,0,125,0,81,0,61,1,63,0,Ruden,#DIV/0!
207,Ober-Sielach,14,41,2,46,39,45,14.6839,46.6625,72,102,84,98,0,72,5,97,8,76,6,92,0,Unternberg,#DIV/0!
208,St. Stefan,14,38,4,46,41,29,14.6344,46.6914,68,50,50,51,1,67,0,50,0,50,23,28,0.0147058824,Unterrain,#DIV/0!
209,Niedertrixen,14,37,10,46,40,50,14.6194,46.6806,44,51,60,45,0,44,0,51,0,60,16,29,0,Weisseneggerberg,#DIV/0!
210,Unarrach (Unarach),14,39,19,46,38,56,14.6553,46.6489,22,18,27,31,0,22,0,18,2,25,0,31,0,Wunderstätten,0
211,Unter der Linde (Unterlinden),14,38,52,46,41,36,14.6478,46.6933,58,55,58,70,0,58,18,37,4,54,47,23,0,Admund (Admont),#N/A
212,Wandelitzen,14,38,24,46,42,22,14.64,46.7061,129,165,147,128,4,125,0,165,0,147,0,128,0.0310077519,Drauhofen,#DIV/0!
213,Watzelsdorf,14,40,10,46,38,59,14.6694,46.6497,100,85,78,72,0,100,0,85,0,78,0,72,0,Dullach,#DIV/0!
214,Wernzach,14,43,26,46,38,20,14.7239,46.6389,47,54,56,46,0,47,3,51,0,56,0,46,0,Höhenbergen,#DIV/0!
215,Gemeinde Pustritz,,,,,,,,,1293,1288,1196,1125,1284,9,1288,0,1177,19,1122,3,0.9930394432,Hungerrain,#DIV/0!
216,Lamm,14,46,20,46,45,50,14.7722,46.7639,465,439,406,395,461,4,439,0,400,6,395,0,0.9913978495,Lassein,#DIV/0!
217,Lichtenwald,14,43,52,46,45,43,14.7311,46.7619,45,60,56,55,45,0,60,0,56,0,55,0,1,Ruppgegend,#DIV/0!
218,Pustritz,14,44,42,46,44,47,14.745,46.7464,377,356,360,356,372,5,356,0,353,7,356,0,0.9867374005,Tainach,0
219,Schönweg,14,47,2,46,44,34,14.7839,46.7428,32,39,28,26,32,0,39,0,28,0,26,0,1,Tainacherfeld,0
220,Streitberg,14,44,39,46,47,12,14.7442,46.7867,30,38,40,17,30,0,38,0,40,0,17,0,1,Bei der Drau,#N/A
221,Wölfnitz,14,41,22,46,47,4,14.6894,46.7844,1893,1903,1913,1923,344,0,356,0,300,6,273,3,0.1817221342,Mühlgraben (Goldbrunnhof),#DIV/0!
222,Gemeinde Ruden,,,,,,,,,1776,1823,1685,1534,125,1651,223,1600,317,1368,204,1330,0.0703828829,Ob der Drau,#DIV/0!
223,Klein-Diex,14,44,38,46,38,28,14.7439,46.6411,107,110,91,102,0,107,24,86,6,85,4,98,0,Ritzing,#DIV/0!
224,Dobrova,14,46,32,46,38,46,14.7756,46.6461,133,123,111,98,2,131,16,107,10,101,0,98,0.015037594,St. Ruprecht,0.3494623656
225,Eis,14,49,47,46,39,51,14.8297,46.6642,190,190,176,167,2,188,25,165,16,160,26,141,0.0105263158,Völkermarkt,#DIV/0!
226,Grutschen,14,47,26,46,40,54,14.7906,46.6817,51,69,51,31,0,51,0,69,0,51,0,31,0,Weinberg,#DIV/0!
227,St. Jakob,14,49,53,46,44,21,14.8314,46.7392,45,42,37,29,2,43,0,42,0,37,0,29,0.0444444444,Bergstein,#N/A
228,Kanaren,14,44,41,46,39,24,14.7447,46.6567,87,84,84,57,1,86,0,84,0,84,0,57,0.0114942529,Bischofberg,#N/A
229,Krassnitz,14,45,59,46,38,42,14.7664,46.645,85,72,82,57,15,70,6,66,13,69,12,45,0.1764705882,Frankenberg,#DIV/0!
230,Lippitzbach,14,46,2,46,38,15,14.7672,46.6375,102,112,83,53,18,84,73,39,71,12,29,24,0.1764705882,Fürholz,0
231,St. Martin,14,43,33,46,39,27,14.7258,46.6575,158,158,134,148,1,157,4,154,15,119,2,146,0.0063291139,Gänsdorf,0
232,Ober-Mitterdorf,14,46,10,46,39,22,14.7694,46.6561,115,124,124,102,20,95,17,107,24,100,26,76,0.1739130435,Gattersdorf,0
233,Unter-Mitterdorf,14,48,37,46,39,27,14.8103,46.6575,109,113,96,121,4,105,1,112,8,88,3,118,0.0366972477,St. Georgen am Weinberg,0
234,St. Nikolai,14,48,14,46,39,9,14.8039,46.6525,115,133,136,126,3,112,5,128,13,123,12,114,0.0260869565,Greuth,#DIV/0!
235,St. Radigund,14,49,1,46,39,46,14.8169,46.6628,76,79,86,101,4,72,2,77,0,86,2,99,0.0526315789,Hafendorf,#DIV/0!
236,Ruden,14,46,25,46,39,32,14.7736,46.6589,122,118,128,110,31,91,23,95,78,50,48,62,0.2540983607,Kaltenbrunn,#DIV/0!
237,Unternberg,14,44,46,46,40,39,14.7461,46.6775,175,193,173,157,2,173,16,177,46,127,25,132,0.0114285714,Korb,#DIV/0!
238,Unterrain,14,50,26,46,44,13,14.8406,46.7369,1894,1904,1914,1924,10,1,2,10,8,0,0,4,0.005279831,Kremschitz,#DIV/0!
239,Weisseneggerberg,14,47,26,46,39,14,14.7906,46.6539,63,61,56,42,0,63,1,60,3,53,0,42,0,Krenobitsch,#DIV/0!
240,Wunderstätten,14,52,33,46,39,33,14.8758,46.6592,32,30,29,29,10,22,8,22,6,23,15,14,0.3125,Kulm,#DIV/0!
241,Gemeinde Tainach,,,,,,,,,556,636,608,596,23,533,26,610,29,579,147,449,0.0413669065,Ladratschen,#DIV/0!
242,Admund (Admont),14,31,54,46,36,58,14.5317,46.6161,44,51,47,49,6,38,9,42,7,40,20,29,0.1363636364,St. Margarethen (St. Margarethen am Töllerberg),0.1304347826
243,Drauhofen,14,32,46,46,37,46,14.5461,46.6294,66,75,64,65,0,66,0,75,0,64,2,63,0,Windisch-St. Michael (St. Michael ob der Gurk),#DIV/0!
244,Dullach,14,32,32,46,37,22,14.5422,46.6228,51,56,59,64,0,51,3,53,0,59,6,58,0,Niederdorf,#DIV/0!
245,Höhenbergen,14,33,3,46,38,27,14.5508,46.6408,58,67,51,62,0,58,0,67,0,51,11,51,0,Neudenstein,#DIV/0!
246,Hungerrain,14,32,9,46,37,37,14.5358,46.6269,29,28,20,23,0,29,0,28,0,20,2,21,0,Penk,#DIV/0!
247,Lassein,14,31,59,46,37,11,14.5331,46.6197,61,77,74,52,0,61,0,77,1,73,4,48,0,Pörtschach,#DIV/0!
248,Ruppgegend,14,31,52,46,39,20,14.5311,46.6556,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,Rakollach,#DIV/0!
249,Tainach,14,32,27,46,38,8,14.5408,46.6356,237,274,291,280,17,220,14,260,21,270,102,178,0.0717299578,Rammersdorf,#DIV/0!
250,Tainacherfeld,14,30,35,46,38,42,14.5097,46.645,10,8,2,1,0,10,0,8,0,2,0,1,0,Reisdorf,#DIV/0!
251,Gemeinde Völkermarkt,,,,,,,,,2366,2517,2567,2597,1736,630,1825,692,1949,618,2079,518,0.7337278107,Ruhstatt,#DIV/0!
252,Bei der Drau,14,37,7,46,38,52,14.6186,46.6478,53,88,59,40,9,44,44,44,8,51,4,36,0.1698113208,Salchendorf,#DIV/0!
253,Mühlgraben (Goldbrunnhof),14,38,15,46,40,16,14.6375,46.6711,46,183,215,208,0,46,88,95,103,112,87,121,0,Skofflitzen (Skoflitzen),#DIV/0!
254,Ob der Drau,14,36,49,46,38,58,14.6136,46.6494,162,43,38,31,109,53,1,42,0,38,0,31,0.6728395062,Terpetzen,0
255,Ritzing,14,37,36,46,39,28,14.6267,46.6578,1895,1905,1915,1925,13,119,56,72,43,73,53,58,0.0068601583,Töllerberg,0
256,St. Ruprecht,14,37,26,46,39,50,14.6239,46.6639,186,156,146,134,65,121,19,137,60,86,59,75,0.3494623656,Mitter-Trixen,#DIV/0!
257,Völkermarkt,14,38,8,46,39,34,14.6356,46.6594,1704,1836,1911,2004,1516,188,1604,232,1715,196,1865,139,0.8896713615,Ober-Trixen,#DIV/0!
258,Weinberg,14,36,6,46,39,36,14.6017,46.66,83,83,82,69,24,59,13,70,20,62,11,58,0.2891566265,Unterbergen,#DIV/0!
259,Gemeinde Waisenberg,,,,,,,,,3063,2953,2853,2864,79,2984,351,2602,948,1905,1003,1861,0.0257917075,Klein-St. Veit,0
260,Bergstein,14,35,30,46,41,12,14.5917,46.6867,52,50,45,51,7,45,13,37,20,25,29,22,0.1346153846,Waisenberg,#DIV/0!
261,Bischofberg,14,31,31,46,41,43,14.5253,46.6953,34,35,35,30,0,34,0,35,7,28,0,30,0,Weinberg,#DIV/0!
262,Frankenberg,14,33,21,46,40,30,14.5558,46.675,91,74,79,65,0,91,0,74,10,69,21,44,0,Winklern,#DIV/0!
263,Fürholz,14,33,53,46,41,36,14.5647,46.6933,39,52,44,47,2,37,0,52,7,37,15,32,0.0512820513,Wurzen,0
264,Gänsdorf,14,33,8,46,42,53,14.5522,46.7147,82,66,71,83,0,82,9,57,49,22,80,3,0,Dobrowa,#DIV/0!
265,Gattersdorf,14,35,27,46,42,18,14.5908,46.705,222,255,244,197,13,209,13,242,61,183,22,175,0.0585585586,Niederdörfl,#DIV/0!
266,St. Georgen am Weinberg,14,33,23,46,41,23,14.5564,46.6897,82,83,75,59,0,82,0,83,0,75,12,47,0,Oberdörfl,#DIV/0!
267,Greuth,14,33,1,46,39,24,14.5503,46.6567,91,86,94,83,0,91,2,84,31,63,10,73,0,Dullach,#DIV/0!
